q,tau,delta,AUC_R,AUC_N,Dose,rho_T,S_T,R_T,N_T,A_max,J_N,J_R,J_D,J,No_dominada
0.75,1.25,0.14,410807.45253837,1389892855.2291982,0.6300000000000001,0.00025535987158708764,807642085.0103822,206292.05782997582,807848377.0682122,0.08714592839059644,0.1389892855229198,1.173735578681057e-05,0.0007500000000000001,0.1397510228787066,False
0.75,1.25,0.22999999999999998,417087.40364421404,1356962282.756863,1.035,0.00026775927476453736,794132848.6339679,212693.38624377523,794345542.0202117,0.12760525480371104,0.1356962282756863,1.1916782961263258e-05,0.001232142857142857,0.1369402879157904,True
0.75,1.25,0.32,425291.2423003433,1314622993.0210264,1.4400000000000002,0.00028509936905461833,775681791.3415378,221209.4559749559,775903000.7975128,0.15799211294268967,0.13146229930210263,1.2151178351438379e-05,0.0017142857142857144,0.13318873619473978,True
0.75,1.25,0.41,434941.98068052804,1265837912.8568783,1.845,0.0003071731652760713,753209263.6816355,231436.7648039531,753440700.4464395,0.18066999963407326,0.1265837912856878,1.2426913733729373e-05,0.0021964285714285714,0.12879264677085012,True
0.75,1.25,0.5,445708.25177376997,1212704677.6920452,2.25,0.0003339751742782571,727667880.4023438,243104.19794093783,727910984.6002847,0.19878502364175993,0.12127046776920451,1.2734521479250573e-05,0.0026785714285714286,0.1239617737192552,True
0.75,1.4375,0.05,407044.3907650031,1409862417.4440658,0.1875,0.00024824604065049424,815530426.4891067,202502.46984228998,815732928.958949,0.03528957966368363,0.14098624174440658,1.1629839736142946e-05,0.00022321428571428573,0.14122108586985702,True
0.75,1.4375,0.14,410251.5284799022,1393084299.068295,0.525,0.00025383403237878377,810109605.6351669,205685.59787187076,810315291.2330388,0.08573799023244506,0.13930842990682948,1.172147224228292e-05,0.000625,0.13994515137907176,True
0.75,1.4375,0.22999999999999998,415700.30303862196,1364667691.666414,0.8624999999999999,0.0002637755466980577,800425765.1121179,211188.45013255006,800636953.5622505,0.1244177894357344,0.13646676916664138,1.18771515153892e-05,0.0010267857142857142,0.13750543203244248,True
0.75,1.4375,0.32,422786.76123667974,1327998808.8738463,1.2000000000000002,0.0002775206858801619,787119923.6172453,218502.7000913946,787338426.3173367,0.15520378126138396,0.13279988088738462,1.2079621749619421e-05,0.0014285714285714288,0.13424053193770566,True
0.75,1.4375,0.41,431070.9339418208,1285628104.6574244,1.5374999999999999,0.0002948070589570958,770662218.6135222,227263.66105032494,770889482.2745725,0.17932932494043652,0.12856281046574244,1.2316312398337739e-05,0.001830357142857143,0.13040548392099793,False
0.75,1.4375,0.5,440236.62051418284,1239430578.1834924,1.875,0.0003155839896364532,751410337.960864,237207.9313331086,751647545.892197,0.1968552247688254,0.12394305781834924,1.2578189157548082e-05,0.002232142857142857,0.12618777886464966,True
0.75,1.625,0.05,406899.47124083893,1410688658.2598362,0.1875,0.0002480603599467345,815510700.2131649,202346.07187471422,815713046.2850397,0.03456668577781888,0.1410688658259836,1.1625699178309685e-05,0.00022321428571428573,0.1413037058108762,True
0.75,1.625,0.14,409811.1395955849,1395348290.3915627,0.525,0.00025376017213249414,808613688.7031332,205246.03210243396,808818934.7352357,0.0857470475488209,0.13953482903915626,1.1708889702730997e-05,0.000625,0.14017153792885897,True
0.75,1.625,0.22999999999999998,414610.056986722,1370566088.9972458,0.8624999999999999,0.00026342166377731107,797052178.8385435,210016.1338663832,797262194.97241,0.12555721878692372,0.13705660889972457,1.1846001628192059e-05,0.0010267857142857142,0.13809524061563846,True
0.75,1.625,0.32,420846.3745858281,1338956135.0687218,1.2000000000000002,0.0002763884634973175,782230706.1110181,216259.31454210926,782446965.4255601,0.15546352578872494,0.13389561350687218,1.2024182131023662e-05,0.0014285714285714288,0.13533620911757463,True
0.75,1.625,0.41,428133.23468734464,1302754258.4680524,1.5374999999999999,0.00029184608741682,766063497.0621097,223637.90217717184,766287134.9642869,0.1782880696291332,0.13027542584680524,1.2232378133924133e-05,0.001830357142857143,0.1321180153677963,True
0.75,1.625,0.5,436190.663979928,1263404748.398952,1.875,0.00030872190230426947,751096050.9838024,231951.41015352882,751328002.393956,0.19571122371395971,0.1263404748398952,1.2462590399426517e-05,0.002232142857142857,0.12858508028743745,True
0.75,1.8125,0.05,406702.83792302106,1411561985.2289605,0.15000000000000002,0.0002477058345555103,816018024.8953633,202182.50765583655,816220207.4030192,0.03456292947711431,0.14115619852289604,1.1620081083514888e-05,0.0001785714285714286,0.14134639003255098,True
0.75,1.8125,0.14,409535.85089858575,1396984290.1474063,0.42000000000000004,0.0002524198550339135,811705532.4112698,204942.32433327683,811910474.7356031,0.08573799023244506,0.1396984290147406,1.1701024311388166e-05,0.0005000000000000001,0.140210130039052,True
0.75,1.8125,0.22999999999999998,413927.58846098464,1374232220.4642212,0.69,0.0002601093993913953,804539632.0192541,209322.76729038122,804748954.7865444,0.12421528843582438,0.1374232220464221,1.1826502527456706e-05,0.0008214285714285714,0.13825647712037814,True
0.75,1.8125,0.32,419618.31377294555,1344852727.9034598,0.96,0.0002705917682823392,794764368.8797183,215114.9042652893,794979483.7839836,0.1549508203404154,0.13448527279034597,1.1989094679227015e-05,0.001142857142857143,0.13564011902788234,True
