Escenario,t,S,R,A
Baja intensidad,6.233333333333333,591526138.9538656,177895.65796184604,0.12189174886983556
Baja intensidad,6.236666666666667,592383196.9064964,178125.1736726477,0.12067890570005042
Baja intensidad,6.24,593241587.1275896,178354.50923792977,0.11947813052392965
Baja intensidad,6.243333333333334,594101267.7127477,178583.66229432516,0.11828930326131665
Baja intensidad,6.246666666666667,594962197.3716096,178812.6305002053,0.11711230502678523
Baja intensidad,6.25,595824335.4211526,179041.41153553428,0.11594701811985615
Baja intensidad,6.253333333333334,596687641.7743784,179270.00310161492,0.11479332601185019
Baja intensidad,6.256666666666667,597552076.9299346,179498.4029208551,0.11365111333345894
Baja intensidad,6.260000000000001,598417601.9599904,179726.6087364926,0.11252026586107504
Baja intensidad,6.263333333333334,599284178.5062174,179954.61831251378,0.11140067050891977
Baja intensidad,6.2666666666666675,600151768.7693841,180182.4294334195,0.11029221531661954
Baja intensidad,6.2700000000000005,601020335.500562,180410.03990402786,0.10919478943795043
Baja intensidad,6.273333333333333,601889841.991777,180637.44754926304,0.10810828312926918
Baja intensidad,6.276666666666667,602760252.0681458,180864.65021398143,0.10703258773889562
Baja intensidad,6.28,603631530.0798589,181091.64576279337,0.10596759569642653
Baja intensidad,6.283333333333334,604503640.8938622,181318.43207987674,0.10491320050188101
Baja intensidad,6.286666666666667,605376549.8856364,181545.00706879213,0.10386929671495271
Baja intensidad,6.29,606250222.9307915,181771.36865229343,0.10283577994418554
Baja intensidad,6.293333333333334,607124626.3981613,181997.51477217535,0.10181254683703135
Baja intensidad,6.296666666666667,607999727.1419147,182223.44338909572,0.10079949506938767
Baja intensidad,6.300000000000001,608875492.4940405,182449.15248240708,0.09979652333537485
Baja intensidad,6.303333333333334,609751890.2563329,182674.64004997516,0.09880353133687927
Baja intensidad,6.306666666666667,610628888.693546,182899.90410802636,0.09782041977376994
Baja intensidad,6.3100000000000005,611506456.5264452,183124.94269099153,0.09684709033409872
Baja intensidad,6.3133333333333335,612384562.9246373,183349.75385134394,0.09588344568421227
Baja intensidad,6.316666666666667,613263177.4994962,183574.3356594404,0.09492938945894455
Baja intensidad,6.32,614142270.2969072,183798.68620335587,0.09398482625174534
Baja intensidad,6.323333333333334,615021811.7911766,184022.80358874757,0.0930496616054967
Baja intensidad,6.326666666666667,615901772.8782077,184246.6859386999,0.09212380200295246
Baja intensidad,6.33,616782124.8689691,184470.33139357695,0.09120715485737162
Baja intensidad,6.333333333333334,617662839.4831539,184693.73811087865,0.09029962850329351
Baja intensidad,6.336666666666667,618543888.8428282,184916.90426509656,0.08940113218734369
Baja intensidad,6.340000000000001,619425245.4662006,185139.82804757223,0.0885115760591356
Baja intensidad,6.343333333333334,620306882.2615125,185362.50766635797,0.08763087116228076
Baja intensidad,6.346666666666667,621188772.5211046,185584.94134608202,0.08675892942552242
Baja intensidad,6.3500000000000005,622070889.9157096,185807.12732781828,0.08589566365403499
Baja intensidad,6.3533333333333335,622953208.4883316,186029.0638689459,0.0850409875205267
Baja intensidad,6.356666666666667,623835702.6486151,186250.74924302087,0.08419481555664651
Baja intensidad,6.36,624718347.1672204,186472.18173964662,0.08335706314443064
Baja intensidad,6.363333333333334,625601117.1705384,186693.35966435322,0.08252764650796737
Baja intensidad,6.366666666666667,626483988.1351137,186914.28133846886,0.08170648270493747
Baja intensidad,6.37,627366935.8822212,187134.9450989946,0.08089348961827342
Baja intensidad,6.373333333333334,628249936.5726718,187355.34929848474,0.08008858594797784
Baja intensidad,6.376666666666667,629132966.7016646,187575.49230492735,0.07929169120300228
Baja intensidad,6.380000000000001,630016003.0937624,187795.3725016283,0.07850272569322479
Baja intensidad,6.383333333333334,630899022.8978134,188014.98828709283,0.07772161052143858
Baja intensidad,6.386666666666667,631782003.5820658,188234.3380749122,0.07694826757547366
Baja intensidad,6.390000000000001,632664922.9293361,188453.42029365103,0.07618261952038614
Baja intensidad,6.3933333333333335,633547759.0322804,188672.23338673622,0.07542458979073575
Baja intensidad,6.396666666666667,634430490.2887118,188890.77581234806,0.07467410258292069
Baja intensidad,6.4,635313095.3969917,189109.0460433116,0.07393108284759446
Baja intensidad,6.403333333333333,636195553.3515208,189327.04256699033,0.07319545628216134
