Escenario,t,S,R,A
Sin tratamiento,4.556666666666667,191723296.40165678,64143.71342634288,0.0
Sin tratamiento,4.5600000000000005,192343873.36759833,64308.03247105167,0.0
Sin tratamiento,4.5633333333333335,192965979.32116982,64472.645572684414,0.0
Sin tratamiento,4.566666666666667,193589614.92503297,64637.552522108446,0.0
Sin tratamiento,4.57,194214780.82057828,64802.75310538339,0.0
Sin tratamiento,4.573333333333333,194841477.6278056,64968.247103745336,0.0
Sin tratamiento,4.576666666666667,195469705.94520184,65134.03429359068,0.0
Sin tratamiento,4.58,196099466.34961998,65300.11444646002,0.0
Sin tratamiento,4.583333333333334,196730759.39615914,65466.48732902266,0.0
Sin tratamiento,4.586666666666667,197363585.6180425,65633.1527030604,0.0
Sin tratamiento,4.59,197997945.52649832,65800.11032545239,0.0
Sin tratamiento,4.593333333333334,198633839.61063918,65967.35994815917,0.0
Sin tratamiento,4.596666666666667,199271268.33734116,66134.90131820738,0.0
Sin tratamiento,4.6000000000000005,199910232.1511255,66302.73417767444,0.0
Sin tratamiento,4.6033333333333335,200550731.47403738,66470.8582636731,0.0
Sin tratamiento,4.606666666666667,201192766.70552838,66639.27330833668,0.0
Sin tratamiento,4.61,201836338.22233534,66807.97903880356,0.0
Sin tratamiento,4.613333333333333,202481446.37836337,66976.97517720266,0.0
Sin tratamiento,4.616666666666667,203128091.5045661,67146.26144063837,0.0
Sin tratamiento,4.62,203776273.9088276,67315.83754117589,0.0
Sin tratamiento,4.623333333333334,204425993.87584454,67485.7031858267,0.0
Sin tratamiento,4.626666666666667,205077251.66700795,67655.85807653404,0.0
Sin tratamiento,4.63,205730047.52028614,67826.30191015848,0.0
Sin tratamiento,4.633333333333334,206384381.65010786,67997.0343784638,0.0
Sin tratamiento,4.636666666666667,207040254.24724424,68168.05516810268,0.0
Sin tratamiento,4.640000000000001,207697665.4786935,68339.36396060293,0.0
Sin tratamiento,4.6433333333333335,208356615.4875637,68510.96043235325,0.0
Sin tratamiento,4.646666666666667,209017104.39295793,68682.84425458995,0.0
Sin tratamiento,4.65,209679132.28985745,68855.01509338264,0.0
Sin tratamiento,4.653333333333333,210342699.2490078,69027.47260962143,0.0
Sin tratamiento,4.656666666666667,211007805.3168034,69200.21645900315,0.0
Sin tratamiento,4.66,211674450.5151723,69373.24629201788,0.0
Sin tratamiento,4.663333333333334,212342634.84146398,69546.56175393636,0.0
Sin tratamiento,4.666666666666667,213012358.26833355,69720.16248479651,0.0
Sin tratamiento,4.67,213683620.7436302,69894.04811939085,0.0
Sin tratamiento,4.673333333333334,214356422.19028342,70068.21828725374,0.0
Sin tratamiento,4.676666666666667,215030762.50619036,70242.67261264844,0.0
Sin tratamiento,4.680000000000001,215706641.56410474,70417.41071455526,0.0
Sin tratamiento,4.683333333333334,216384059.21152404,70592.43220665857,0.0
Sin tratamiento,4.6866666666666665,217063015.27057964,70767.73669733526,0.0
Sin tratamiento,4.69,217743509.5379252,70943.32378964218,0.0
Sin tratamiento,4.693333333333333,218425541.7846264,71119.19308130449,0.0
Sin tratamiento,4.696666666666667,219109111.75605208,71295.344164704,0.0
Sin tratamiento,4.7,219794219.1717637,71471.77662686729,0.0
Sin tratamiento,4.703333333333334,220480863.7254081,71648.49004945456,0.0
Sin tratamiento,4.706666666666667,221169045.08460718,71825.48400874806,0.0
Sin tratamiento,4.71,221858762.8908524,72002.75807564109,0.0
Sin tratamiento,4.713333333333334,222550016.75939614,72180.31181562712,0.0
Sin tratamiento,4.716666666666667,223242806.2791447,72358.14478878856,0.0
Sin tratamiento,4.720000000000001,223937131.0125535,72536.25654978644,0.0
Sin tratamiento,4.723333333333334,224632990.49551997,72714.64664784966,0.0
Sin tratamiento,4.726666666666667,225330384.23727968,72893.31462676483,0.0
Sin tratamiento,4.73,226029311.72030127,73072.26002486586,0.0
Sin tratamiento,4.733333333333333,226729772.40018222,73251.48237502389,0.0
Sin tratamiento,4.736666666666667,227431765.7055462,73430.9812046376,0.0
Sin tratamiento,4.74,228135291.0379398,73610.75603562327,0.0
Sin tratamiento,4.743333333333334,228840347.77173096,73790.80638440549,0.0
Sin tratamiento,4.746666666666667,229546935.2540066,73971.13176190737,0.0
Sin tratamiento,4.75,230255052.80447263,74151.73167354168,0.0
Sin tratamiento,4.753333333333334,230964699.71535352,74332.60561920174,0.0
Sin tratamiento,4.756666666666667,231675875.25129175,74513.75309325228,0.0
Sin tratamiento,4.760000000000001,232388578.6492505,74695.17358452115,0.0
Sin tratamiento,4.763333333333334,233102809.1184138,74876.86657629034,0.0
Sin tratamiento,4.766666666666667,233818565.84008995,75058.83154628804,0.0
Sin tratamiento,4.7700000000000005,234535847.9676144,75241.06796668019,0.0
Sin tratamiento,4.773333333333333,235254654.62625292,75423.57530406253,0.0
Sin tratamiento,4.776666666666667,235974984.91310728,75606.35301945297,0.0
Sin tratamiento,4.78,236696837.89701873,75789.40056828359,0.0
Sin tratamiento,4.783333333333333,237420212.61847597,75972.71740039361,0.0
Sin tratamiento,4.786666666666667,238145108.08952042,76156.30296002187,0.0
Sin tratamiento,4.79,238871523.29365358,76340.15668579974,0.0
Sin tratamiento,4.793333333333334,239599457.18574637,76524.27801074444,0.0
Sin tratamiento,4.796666666666667,240328908.69194618,76708.66636225198,0.0
Sin tratamiento,4.800000000000001,241059876.70958894,76893.32116209115,0.0
Sin tratamiento,4.803333333333334,241792360.10710728,77078.24182639662,0.0
Sin tratamiento,4.806666666666667,242526357.7239436,77263.42776566333,0.0
Sin tratamiento,4.8100000000000005,243261868.3704612,77448.87838474034,0.0
Sin tratamiento,4.8133333333333335,243998890.82785708,77634.59308282495,0.0
Sin tratamiento,4.816666666666667,244737423.8480766,77820.57125345753,0.0
Sin tratamiento,4.82,245477466.15372682,78006.81228451578,0.0
Sin tratamiento,4.823333333333333,246219016.43799308,78193.31555820988,0.0
Sin tratamiento,4.826666666666667,246962073.3645545,78380.08045107753,0.0
Sin tratamiento,4.83,247706635.56750086,78567.106333979,0.0
Sin tratamiento,4.833333333333334,248452701.65125188,78754.39257209295,0.0
Sin tratamiento,4.836666666666667,249200270.1904746,78941.93852491178,0.0
Sin tratamiento,4.840000000000001,249949339.7300042,79129.74354623772,0.0
Sin tratamiento,4.843333333333334,250699908.78476378,79317.8069841788,0.0
Sin tratamiento,4.846666666666667,251451975.83968723,79506.12818114531,0.0
Sin tratamiento,4.8500000000000005,252205539.34964064,79694.7064738463,0.0
Sin tratamiento,4.8533333333333335,252960597.73934594,79883.54119328604,0.0
Sin tratamiento,4.856666666666667,253717149.40330574,80072.63166476139,0.0
Sin tratamiento,4.86,254475192.70572805,80261.97720785845,0.0
Sin tratamiento,4.863333333333333,255234725.9804533,80451.57713645056,0.0
Sin tratamiento,4.866666666666667,255995747.53088155,80641.43075869541,0.0
Sin tratamiento,4.87,256758255.6298994,80831.53737703289,0.0
Sin tratamiento,4.873333333333334,257522248.51981157,81021.89628818344,0.0
Sin tratamiento,4.876666666666667,258287724.41226894,81212.50678314593,0.0
Sin tratamiento,4.88,259054681.48820138,81403.36814719642,0.0
Sin tratamiento,4.883333333333334,259823117.89774972,81594.47965988677,0.0
Sin tratamiento,4.886666666666667,260593031.7601978,81785.84059504337,0.0
Sin tratamiento,4.890000000000001,261364421.16390902,81977.45022076674,0.0
Sin tratamiento,4.8933333333333335,262137284.16625956,82169.30779943035,0.0
Sin tratamiento,4.896666666666667,262911618.79357708,82361.41258768082,0.0
Sin tratamiento,4.9,263687423.04107586,82553.76383643717,0.0
Sin tratamiento,4.903333333333333,264464694.8727975,82746.36079089135,0.0
Sin tratamiento,4.906666666666667,265243432.22154975,82939.2026905084,0.0
Sin tratamiento,4.91,266023632.9888469,83132.28876902687,0.0
Sin tratamiento,4.913333333333334,266805295.04485282,83325.61825445974,0.0
Sin tratamiento,4.916666666666667,267588416.22832257,83519.1903690953,0.0
Sin tratamiento,4.92,268372994.34654805,83713.00432949854,0.0
Sin tratamiento,4.923333333333334,269159027.1753027,83907.05934651256,0.0
Sin tratamiento,4.926666666666667,269946512.45878696,84101.3546252602,0.0
Sin tratamiento,4.930000000000001,270735447.9095779,84295.88936514614,0.0
Sin tratamiento,4.933333333333334,271525831.20857584,84490.66275985898,0.0
Sin tratamiento,4.936666666666667,272317660.00495636,84685.67399737393,0.0
Sin tratamiento,4.94,273110931.91611934,84880.92225995508,0.0
Sin tratamiento,4.943333333333333,273905644.52764314,85076.40672415872,0.0
Sin tratamiento,4.946666666666667,274701795.39323694,85272.12656083633,0.0
Sin tratamiento,4.95,275499382.0346955,85468.08093513793,0.0
Sin tratamiento,4.953333333333334,276298401.9418563,85664.26900651612,0.0
Sin tratamiento,4.956666666666667,277098852.5725548,85860.68992872933,0.0
Sin tratamiento,4.96,277900731.3525845,86057.34284984675,0.0
Sin tratamiento,4.963333333333334,278704035.67565596,86254.22691225224,0.0
Sin tratamiento,4.966666666666667,279508762.9033571,86451.34125264904,0.0
Sin tratamiento,4.970000000000001,280314910.365117,86648.685002065,0.0
Sin tratamiento,4.973333333333334,281122475.3581673,86846.25728585731,0.0
Sin tratamiento,4.976666666666667,281931455.14750826,87044.05722371831,0.0
Sin tratamiento,4.98,282741846.9658746,87242.08392968102,0.0
Sin tratamiento,4.983333333333333,283553648.0137026,87440.33651212495,0.0
Sin tratamiento,4.986666666666667,284366855.45909864,87638.81407378257,0.0
Sin tratamiento,4.99,285181466.4378089,87837.51571174532,0.0
Sin tratamiento,4.993333333333334,285997478.0531914,88036.44051747097,0.0
Sin tratamiento,4.996666666666667,286814887.37618774,88235.58757678985,0.0
Sin tratamiento,5.0,287633691.4452976,88434.95596991265,0.0
Sin tratamiento,5.003333333333334,288453887.26655376,88634.54477143772,0.0
Sin tratamiento,5.006666666666667,289275471.8134979,88834.35305035848,0.0
Sin tratamiento,5.010000000000001,290098442.0271606,89034.37987007205,0.0
Sin tratamiento,5.013333333333334,290922794.8160383,89234.62428838696,0.0
Sin tratamiento,5.016666666666667,291748527.05607593,89435.08535753207,0.0
Sin tratamiento,5.0200000000000005,292575635.59064806,89635.7621241651,0.0
Sin tratamiento,5.023333333333333,293404117.2305419,89836.65362938178,0.0
Sin tratamiento,5.026666666666667,294233968.75394386,90037.75890872529,0.0
Sin tratamiento,5.03,295065186.90642405,90239.07699219555,0.0
Sin tratamiento,5.033333333333333,295897768.4009253,90440.60690425948,0.0
Sin tratamiento,5.036666666666667,296731709.91775167,90642.34766386075,0.0
Sin tratamiento,5.04,297567008.10455877,90844.29828443035,0.0
Sin tratamiento,5.043333333333334,298403659.57634676,91046.4577738973,0.0
Sin tratamiento,5.046666666666667,299241660.9154528,91248.8251346993,0.0
Sin tratamiento,5.050000000000001,300081008.6715466,91451.39936379435,0.0
Sin tratamiento,5.053333333333334,300921699.3616257,91654.17945267171,0.0
Sin tratamiento,5.056666666666667,301763729.4700152,91857.16438736412,0.0
Sin tratamiento,5.0600000000000005,302607095.44836605,92060.35314845949,0.0
Sin tratamiento,5.0633333333333335,303451793.7156547,92263.74471111313,0.0
Sin tratamiento,5.066666666666667,304297820.65818703,92467.3380450606,0.0
Sin tratamiento,5.07,305145172.6296014,92671.13211463015,0.0
Sin tratamiento,5.073333333333333,305993845.9508742,92875.12587875615,0.0
Sin tratamiento,5.076666666666667,306843836.91032654,93079.31829099229,0.0
Sin tratamiento,5.08,307695141.7636315,93283.70829952497,0.0
Sin tratamiento,5.083333333333334,308547756.7338259,93488.29484718767,0.0
Sin tratamiento,5.086666666666667,309401678.01131946,93693.07687147477,0.0
Sin tratamiento,5.090000000000001,310256901.75390977,93898.05330455626,0.0
Sin tratamiento,5.093333333333334,311113424.08679456,94103.22307329206,0.0
Sin tratamiento,5.096666666666667,311971241.1025889,94308.58509924744,0.0
Sin tratamiento,5.1000000000000005,312830348.86134315,94514.13829870819,0.0
Sin tratamiento,5.1033333333333335,313690743.39055973,94719.88158269583,0.0
Sin tratamiento,5.106666666666667,314552420.6852166,94925.81385698401,0.0
Sin tratamiento,5.11,315415376.70778644,95131.93402211388,0.0
Sin tratamiento,5.113333333333333,316279607.3882629,95338.24097341119,0.0
Sin tratamiento,5.116666666666667,317145108.6241847,95544.73360100242,0.0
Sin tratamiento,5.12,318011876.28066164,95751.41078983185,0.0
Sin tratamiento,5.123333333333334,318879906.19040513,95958.27141967887,0.0
Sin tratamiento,5.126666666666667,319749194.1537554,96165.31436517507,0.0
Sin tratamiento,5.13,320619735.93871623,96372.53849582253,0.0
Sin tratamiento,5.133333333333334,321491527.28098583,96579.9426760114,0.0
Sin tratamiento,5.136666666666667,322364563.883992,96787.52576503824,0.0
Sin tratamiento,5.140000000000001,323238841.4189299,96995.28661712477,0.0
Sin tratamiento,5.1433333333333335,324114355.5247978,97203.2240814365,0.0
Sin tratamiento,5.146666666666667,324991101.8084389,97411.33700210207,0.0
Sin tratamiento,5.15,325869075.844581,97619.62421823227,0.0
Sin tratamiento,5.153333333333333,326748273.1758804,97828.08456394012,0.0
Sin tratamiento,5.156666666666667,327628689.3129654,98036.71686836057,0.0
Sin tratamiento,5.16,328510319.73448306,98245.51995567058,0.0
Sin tratamiento,5.163333333333334,329393159.8871471,98454.4926451099,0.0
Sin tratamiento,5.166666666666667,330277205.1857865,98663.63375100162,0.0
Sin tratamiento,5.17,331162451.0133966,98872.94208277317,0.0
Sin tratamiento,5.173333333333334,332048892.7211933,99082.41644497788,0.0
Sin tratamiento,5.176666666666667,332936525.62866455,99292.0556373161,0.0
Sin tratamiento,5.180000000000001,333825345.02362907,99501.85845465756,0.0
Sin tratamiento,5.183333333333334,334715346.16229177,99711.82368706295,0.0
Sin tratamiento,5.186666666666667,335606524.2693044,99921.95011980679,0.0
Sin tratamiento,5.19,336498874.5378253,100132.23653339967,0.0
Sin tratamiento,5.193333333333333,337392392.1295832,100342.68170361151,0.0
Sin tratamiento,5.196666666666667,338287072.1749407,100553.28440149466,0.0
Sin tratamiento,5.2,339182909.77295935,100764.04339340705,0.0
Sin tratamiento,5.203333333333334,340079899.9914688,100974.95744103641,0.0
Sin tratamiento,5.206666666666667,340978037.8671343,101186.02530142394,0.0
Sin tratamiento,5.21,341877318.40552896,101397.24572698871,0.0
Sin tratamiento,5.213333333333334,342777736.58120596,101608.61746555228,0.0
Sin tratamiento,5.216666666666667,343679287.337771,101820.13926036307,0.0
Sin tratamiento,5.220000000000001,344581965.5879611,102031.80985012208,0.0
Sin tratamiento,5.223333333333334,345485766.2137189,102243.62796900762,0.0
Sin tratamiento,5.226666666666667,346390684.066275,102455.59234670138,0.0
Sin tratamiento,5.23,347296713.96622646,102667.70170841401,0.0
Sin tratamiento,5.233333333333333,348203850.70361984,102879.95477491112,0.0
Sin tratamiento,5.236666666666667,349112089.0380363,103092.35026254025,0.0
Sin tratamiento,5.24,350021423.698676,103304.88688325672,0.0
Sin tratamiento,5.243333333333334,350931849.3844473,103517.56334465132,0.0
Sin tratamiento,5.246666666666667,351843360.764054,103730.37834997676,0.0
Sin tratamiento,5.25,352755952.4760881,103943.33059817569,0.0
Sin tratamiento,5.253333333333334,353669619.1291215,104156.4187839081,0.0
Sin tratamiento,5.256666666666667,354584355.30179965,104369.6415975792,0.0
Sin tratamiento,5.260000000000001,355500155.54293865,104582.9977253679,0.0
Sin tratamiento,5.263333333333334,356417014.37162125,104796.48584925481,0.0
Sin tratamiento,5.266666666666667,357334926.27729785,105010.10464705153,0.0
Sin tratamiento,5.2700000000000005,358253885.7198864,105223.85279242926,0.0
Sin tratamiento,5.273333333333333,359173887.1298745,105437.72895494789,0.0
Sin tratamiento,5.276666666666667,360094924.9084247,105651.73180008585,0.0
Sin tratamiento,5.28,361016993.427479,105865.85998926948,0.0
Sin tratamiento,5.283333333333334,361940087.0298687,106080.1121799033,0.0
Sin tratamiento,5.286666666666667,362864200.0294211,106294.48702539995,0.0
Sin tratamiento,5.29,363789326.71107125,106508.98317521084,0.0
Sin tratamiento,5.293333333333334,364715461.3309754,106723.59927485681,0.0
Sin tratamiento,5.296666666666667,365642598.11662334,106938.33396595893,0.0
Sin tratamiento,5.300000000000001,366570731.2669568,107153.18588627019,0.0
Sin tratamiento,5.303333333333334,367499854.9524838,107368.15366970623,0.0
Sin tratamiento,5.306666666666667,368429963.3154,107583.23594637742,0.0
Sin tratamiento,5.3100000000000005,369361050.4697091,107798.4313426209,0.0
Sin tratamiento,5.3133333333333335,370293110.501344,108013.7384810325,0.0
Sin tratamiento,5.316666666666667,371226137.4682936,108229.15598049948,0.0
Sin tratamiento,5.32,372160125.40072435,108444.68245623235,0.0
Sin tratamiento,5.323333333333333,373095068.30111086,108660.31651979855,0.0
Sin tratamiento,5.326666666666667,374030960.1443646,108876.05677915548,0.0
Sin tratamiento,5.33,374967794.8779624,109091.90183868348,0.0
Sin tratamiento,5.333333333333334,375905566.4220812,109307.85029921969,0.0
Sin tratamiento,5.336666666666667,376844268.6697283,109523.90075809121,0.0
Sin tratamiento,5.340000000000001,377783895.48688096,109740.05180915004,0.0
Sin tratamiento,5.343333333333334,378724440.7126202,109956.30204280684,0.0
Sin tratamiento,5.346666666666667,379665898.1592722,110172.65004606557,0.0
Sin tratamiento,5.3500000000000005,380608261.612545,110389.09440255773,0.0
Sin tratamiento,5.3533333333333335,381551524.8316721,110605.63369257755,0.0
Sin tratamiento,5.356666666666667,382495681.5495572,110822.26649311748,0.0
Sin tratamiento,5.36,383440725.4729174,111038.99137790316,0.0
Sin tratamiento,5.363333333333333,384386650.2824301,111255.80691742904,0.0
Sin tratamiento,5.366666666666667,385333449.63288045,111472.71167899384,0.0
Sin tratamiento,5.37,386281117.1533116,111689.70422673697,0.0
Sin tratamiento,5.373333333333334,387229646.44717747,111906.783121675,0.0
Sin tratamiento,5.376666666666667,388179031.0924935,112123.94692173746,0.0
Sin tratamiento,5.380000000000001,389129264.64199054,112341.19418180344,0.0
Sin tratamiento,5.383333333333334,390080340.6232717,112558.5234537387,0.0
Sin tratamiento,5.386666666666667,391032252.5389709,112775.93328643283,0.0
Sin tratamiento,5.390000000000001,391984993.866911,112993.42222583649,0.0
Sin tratamiento,5.3933333333333335,392938558.0602623,113210.98881499833,0.0
Sin tratamiento,5.396666666666667,393892938.54770637,113428.63159410276,0.0
Sin tratamiento,5.4,394848128.7335989,113646.349100508,0.0
Sin tratamiento,5.403333333333333,395804121.9981362,113864.13986878445,0.0
Sin tratamiento,5.406666666666667,396760911.697521,114082.00243075243,0.0
Sin tratamiento,5.41,397718491.1641265,114299.93531551998,0.0
Sin tratamiento,5.413333333333334,398676853.7066715,114517.93704952249,0.0
Sin tratamiento,5.416666666666667,399635992.6103877,114736.00615656112,0.0
Sin tratamiento,5.42,400595901.1371952,114954.14115784185,0.0
Sin tratamiento,5.423333333333334,401556572.52587295,115172.34057201441,0.0
Sin tratamiento,5.426666666666667,402517999.9922332,115390.60291521112,0.0
Sin tratamiento,5.430000000000001,403480176.729303,115608.92670108743,0.0
Sin tratamiento,5.433333333333334,404443095.90749854,115827.31044086111,0.0
Sin tratamiento,5.436666666666667,405406750.67480737,116045.75264335232,0.0
Sin tratamiento,5.44,406371134.15696406,116264.25181502261,0.0
Sin tratamiento,5.443333333333333,407336239.45763814,116482.80646001632,0.0
Sin tratamiento,5.446666666666667,408302059.6586158,116701.41508020059,0.0
Sin tratamiento,5.45,409268587.8199856,116920.07617520582,0.0
Sin tratamiento,5.453333333333334,410235816.98032373,117138.78824246638,0.0
Sin tratamiento,5.456666666666667,411203740.1568801,117357.54977726068,0.0
Sin tratamiento,5.46,412172350.34577197,117576.35927275351,0.0
Sin tratamiento,5.463333333333334,413141640.522173,117795.21522003674,0.0
Sin tratamiento,5.466666666666667,414111603.6405041,118014.11610817029,0.0
Sin tratamiento,5.470000000000001,415082232.6346252,118233.06042422341,0.0
Sin tratamiento,5.473333333333334,416053520.4180312,118452.04665331665,0.0
Sin tratamiento,5.4766666666666675,417025459.8840504,118671.0732786641,0.0
Sin tratamiento,5.48,417998043.9060386,118890.13878161465,0.0
Sin tratamiento,5.483333333333333,418971265.3375777,119109.24164169419,0.0
Sin tratamiento,5.486666666666667,419945117.0126741,119328.38033664723,0.0
Sin tratamiento,5.49,420919591.7459619,119547.55334248021,0.0
Sin tratamiento,5.493333333333334,421894682.3329064,119766.7591335038,0.0
Sin tratamiento,5.496666666666667,422870381.5500046,119985.99618237508,0.0
Sin tratamiento,5.5,423846682.15498847,120205.26296013985,0.0
Sin tratamiento,5.503333333333334,424823576.8870335,120424.55793627634,0.0
Sin tratamiento,5.506666666666667,425801058.46696615,120643.87957873785,0.0
Sin tratamiento,5.510000000000001,426779119.5974722,120863.22635399619,0.0
Sin tratamiento,5.513333333333334,427757752.96330285,121082.59672708415,0.0
Sin tratamiento,5.516666666666667,428736951.23148596,121301.98916163876,0.0
Sin tratamiento,5.5200000000000005,429716707.0515413,121521.40211994581,0.0
Sin tratamiento,5.523333333333333,430697013.05569094,121740.83406298263,0.0
Sin tratamiento,5.526666666666667,431677861.8590754,121960.28345046227,0.0
Sin tratamiento,5.53,432659246.05996174,122179.74874087593,0.0
Sin tratamiento,5.533333333333334,433641158.2399675,122399.2283915383,0.0
Sin tratamiento,5.536666666666667,434623590.9642751,122618.720858631,0.0
Sin tratamiento,5.54,435606536.7818522,122838.22459724704,0.0
Sin tratamiento,5.543333333333334,436589988.2256678,123057.73806143437,0.0
Sin tratamiento,5.546666666666667,437573937.81291074,123277.25970423972,0.0
Sin tratamiento,5.550000000000001,438558378.0452183,123496.78797775436,0.0
Sin tratamiento,5.553333333333334,439543301.4088947,123716.32133315766,0.0
Sin tratamiento,5.556666666666667,440528700.3751359,123935.85822076214,0.0
Sin tratamiento,5.5600000000000005,441514567.4002501,124155.39709005688,0.0
Sin tratamiento,5.5633333333333335,442500894.92588586,124374.93638975316,0.0
Sin tratamiento,5.566666666666667,443487675.37926215,124594.47456782956,0.0
Sin tratamiento,5.57,444474901.1733918,124814.01007157628,0.0
Sin tratamiento,5.573333333333333,445462564.70731086,125033.54134764001,0.0
Sin tratamiento,5.576666666666667,446450658.3663043,125253.0668420685,0.0
Sin tratamiento,5.58,447439174.5221418,125472.58500035641,0.0
Sin tratamiento,5.583333333333334,448428105.5333085,125692.09426749047,0.0
Sin tratamiento,5.586666666666667,449417443.74523485,125911.59308799428,0.0
Sin tratamiento,5.590000000000001,450407181.4905262,126131.07990597286,0.0
Sin tratamiento,5.593333333333334,451397311.0892013,126350.55316515885,0.0
Sin tratamiento,5.596666666666667,452387824.84892684,126570.01130895788,0.0
Sin tratamiento,5.6000000000000005,453378715.06525326,126789.45278049396,0.0
Sin tratamiento,5.6033333333333335,454369974.02184653,127008.87602265418,0.0
Sin tratamiento,5.606666666666667,455361593.9907264,127228.27947813431,0.0
Sin tratamiento,5.61,456353567.23250693,127447.66158948494,0.0
Sin tratamiento,5.613333333333333,457345885.99663514,127667.02079915706,0.0
Sin tratamiento,5.616666666666667,458338542.5216301,127886.35554954746,0.0
Sin tratamiento,5.62,459331529.03531575,128105.66428304324,0.0
Sin tratamiento,5.623333333333334,460324837.75507015,128324.94544206887,0.0
Sin tratamiento,5.626666666666667,461318460.8880648,128544.19746913154,0.0
Sin tratamiento,5.630000000000001,462312390.63150775,128763.41880686705,0.0
Sin tratamiento,5.633333333333334,463306619.17288244,128982.6078980848,0.0
Sin tratamiento,5.636666666666667,464301138.6901909,129201.76318581348,0.0
Sin tratamiento,5.640000000000001,465295941.3522031,129420.88311334785,0.0
Sin tratamiento,5.6433333333333335,466291019.31869876,129639.96612429385,0.0
Sin tratamiento,5.646666666666667,467286364.7407146,129859.01066261486,0.0
Sin tratamiento,5.65,468281969.76078254,130078.01517267597,0.0
Sin tratamiento,5.653333333333333,469277826.513184,130296.9780992913,0.0
Sin tratamiento,5.656666666666667,470273927.1241963,130515.89788776966,0.0
Sin tratamiento,5.66,471270263.71233886,130734.77298395993,0.0
Sin tratamiento,5.663333333333334,472266828.3886204,130953.60183429689,0.0
Sin tratamiento,5.666666666666667,473263613.25678366,131172.38288584608,0.0
Sin tratamiento,5.67,474260610.41356283,131391.11458635132,0.0
Sin tratamiento,5.673333333333334,475257811.94892997,131609.79538427966,0.0
Sin tratamiento,5.676666666666667,476255209.946344,131828.42372886694,0.0
Sin tratamiento,5.680000000000001,477252796.48299754,132046.99807016304,0.0
Sin tratamiento,5.683333333333334,478250563.63007224,132265.516859078,0.0
Sin tratamiento,5.686666666666667,479248503.4529913,132483.9785474284,0.0
Sin tratamiento,5.69,480246608.01166964,132702.3815879823,0.0
Sin tratamiento,5.693333333333333,481244869.36076456,132920.72443450458,0.0
Sin tratamiento,5.696666666666667,482243279.5499262,133139.0055418025,0.0
Sin tratamiento,5.7,483241830.62405384,133357.2233657716,0.0
Sin tratamiento,5.703333333333334,484240514.62354934,133575.37636344114,0.0
Sin tratamiento,5.706666666666667,485239323.5845678,133793.46299301944,0.0
Sin tratamiento,5.71,486238249.5392731,134011.4817139392,0.0
Sin tratamiento,5.713333333333334,487237284.51609164,134229.43098690303,0.0
Sin tratamiento,5.716666666666667,488236420.53996456,134447.30927392826,0.0
Sin tratamiento,5.720000000000001,489235649.6326043,134665.11503839272,0.0
Sin tratamiento,5.723333333333334,490234963.8127478,134882.84674507956,0.0
Sin tratamiento,5.7266666666666675,491234355.09641373,135100.50286022283,0.0
Sin tratamiento,5.73,492233815.4971544,135318.08185155163,0.0
Sin tratamiento,5.733333333333333,493233337.02631193,135535.58218833603,0.0
Sin tratamiento,5.736666666666667,494232911.69327384,135753.00234143127,0.0
Sin tratamiento,5.74,495232531.5057289,135970.34078332302,0.0
Sin tratamiento,5.743333333333334,496232188.46992326,136187.59598817225,0.0
Sin tratamiento,5.746666666666667,497231874.59091365,136404.76643185923,0.0
Sin tratamiento,5.75,498231581.8728252,136621.85059202887,0.0
Sin tratamiento,5.753333333333334,499231302.3191069,136838.84694813492,0.0
Sin tratamiento,5.756666666666667,500231027.9327863,137055.7539814842,0.0
Sin tratamiento,5.760000000000001,501230750.7167273,137272.57017528135,0.0
Sin tratamiento,5.763333333333334,502230462.67388403,137489.29401467266,0.0
Sin tratamiento,5.766666666666667,503230155.80755854,137705.92398679073,0.0
Sin tratamiento,5.7700000000000005,504229822.1216554,137922.45858079803,0.0
Sin tratamiento,5.773333333333333,505229453.6209375,138138.89628793093,0.0
Sin tratamiento,5.776666666666667,506229042.31128323,138355.23560154386,0.0
Sin tratamiento,5.78,507228580.19994,138571.47501715276,0.0
Sin tratamiento,5.783333333333334,508228059.295782,138787.61303247878,0.0
Sin tratamiento,5.786666666666667,509227471.60956365,139003.64814749185,0.0
Sin tratamiento,5.79,510226809.1541767,139219.57886445397,0.0
Sin tratamiento,5.793333333333334,511226063.9449046,139435.4036879628,0.0
Sin tratamiento,5.796666666666667,512225227.9996773,139651.12112499424,0.0
Sin tratamiento,5.800000000000001,513224293.3393267,139866.7296849463,0.0
Sin tratamiento,5.803333333333334,514223251.98784065,140082.22787968098,0.0
Sin tratamiento,5.806666666666667,515222095.9726181,140297.61422356823,0.0
Sin tratamiento,5.8100000000000005,516220817.3247235,140512.88723352758,0.0
Sin tratamiento,5.8133333333333335,517219408.0791391,140728.04542907124,0.0
Sin tratamiento,5.816666666666667,518217860.2750207,140943.08733234642,0.0
Sin tratamiento,5.82,519216165.9559498,141158.0114681773,0.0
Sin tratamiento,5.823333333333334,520214317.1701874,141372.8163641076,0.0
Sin tratamiento,5.826666666666667,521212305.97092617,141587.50055044208,0.0
Sin tratamiento,5.83,522210124.4165435,141802.0625602886,0.0
Sin tratamiento,5.833333333333334,523207764.57085353,142016.50092959986,0.0
Sin tratamiento,5.836666666666667,524205218.5033581,142230.81419721464,0.0
Sin tratamiento,5.840000000000001,525202478.28949964,142445.00090489947,0.0
