q,tau,delta,AUC_R,AUC_N,Dose,rho_T,S_T,R_T,N_T,A_max,J_N,J_R,J_D,J
9.0,0.6,0.1,727699.7378642259,46346875.08405754,10.8,0.03396378636893303,19117414.23226041,672127.7771465228,19789542.00940693,0.9315247616304694,0.0046346875084057534,2.0791421081835027e-05,0.012857142857142859,0.017512621786630447
9.5,0.6,0.1,726009.0274708187,34764399.49903989,11.400000000000002,0.05063437879378217,12605923.980374912,672336.4693330072,13278260.44970792,0.9832755335099926,0.0034764399499039884,2.0743115070594818e-05,0.013571428571428576,0.01706861163640316
10.0,0.6,0.1,722771.1873934233,26402619.171169583,12.000000000000002,0.0747028978896982,8300544.412205698,670135.808530815,8970680.220736513,1.0350261244123282,0.002640261917116958,2.065060535409781e-05,0.014285714285714287,0.016946626808185344
10.5,0.6,0.1,718331.4774138711,20348159.412493438,12.600000000000001,0.10855025499150987,5470483.053477107,666131.02276003,6136614.0762371365,1.08677944981339,0.002034815941249344,2.0523756497539175e-05,0.015000000000000003,0.017055339697746887
11.0,0.6,0.1,712953.9034949009,15940002.426932823,13.200000000000003,0.15453796722281374,3615030.9983687317,660774.2515654659,4275805.249934197,1.1385307241831972,0.001594000242693282,2.037011152842574e-05,0.01571428571428572,0.017328656068507427
11.5,0.6,0.1,706838.5244604509,12705432.988524769,13.800000000000002,0.21434639244365417,2398595.860476348,654398.2802071142,3052994.1406834624,1.1902764617117934,0.0012705432988524767,2.0195386413155738e-05,0.01642857142857143,0.017719310113837063
12.0,0.6,0.1,700133.146877095,10310329.580639096,14.400000000000002,0.2880366346923658,1599840.6110575562,647242.1589474379,2247082.7700049942,1.242033399449741,0.0010310329580639095,2.000380419648843e-05,0.017142857142857147,0.018193893905117546
0.0,0.7,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,0.7,0.1,408616.41262717405,1401479739.6608903,0.5,0.00025115091027436793,812396836.5385516,204085.46125004085,812600921.9998016,0.04849202467017989,0.14014797396608902,1.1674754646490688e-05,0.0005952380952380953,0.14075488681597362
1.0,0.7,0.1,414890.1253664377,1368510542.4557676,1.0,0.0002628416329829027,800393542.0608175,210432.0559294473,800603974.1167469,0.09698391427779131,0.13685105424557675,1.185400358189822e-05,0.0011904761904761906,0.13805338443963483
1.5,0.7,0.1,425292.4610376115,1314861443.78372,1.5,0.00028338305414994083,780270490.8084004,221178.11287749617,780491668.9212779,0.14547596234111584,0.131486144378372,1.2151213172503186e-05,0.0017857142857142859,0.13328400987725877
2.0,0.7,0.1,439715.9340580021,1242463665.018122,2.0,0.00031449327852397764,751898239.0095999,236541.332961844,752134780.3425617,0.19396781131495724,0.12424636650181219,1.2563312401657203e-05,0.002380952380952381,0.12663988219516623
2.5,0.7,0.1,457958.5577931241,1153969981.454476,2.5,0.0003588651025250827,715196874.7713655,256751.33888599763,715453626.1102515,0.24245967179726657,0.11539699814544761,1.308453022266069e-05,0.002976190476190476,0.11838627315186075
3.0,0.7,0.1,479678.90899517486,1052693606.8831317,3.0,0.0004205056353636071,670252530.5963688,281963.53348729,670534494.1298561,0.29095206308802307,0.10526936068831316,1.3705111685576425e-05,0.0035714285714285718,0.10885449437142732
3.5,0.7,0.1,504352.1516134399,942505091.6725948,3.5,0.0005052502922977409,617484393.1426709,312141.8799006858,617796535.0225716,0.33944393832570957,0.09425050916725947,1.4410061474669713e-05,0.0041666666666666675,0.0984315858954008
4.0,0.7,0.1,531240.2960561564,827659504.3316705,4.0,0.0006215423533968244,557820485.3173726,346924.6856026594,558167410.0029752,0.38793570593504567,0.08276595043316705,1.5178294173033041e-05,0.004761904761904762,0.08754303348924485
4.5,0.7,0.1,559396.0391260473,712557101.1085211,4.5,0.0007815627015431286,492861287.6205847,385503.2944350215,493246790.91501975,0.4364279513433006,0.0712557101108521,1.5982743975029925e-05,0.005357142857142857,0.07662883571196999
5.0,0.7,0.1,587714.5440205528,601417950.7299526,5.0,0.001002886444227431,424916074.0660197,426570.3722589978,425342644.43827873,0.4849197382039022,0.060141795072995254,1.6791844114872936e-05,0.005952380952380952,0.06611096786949108
5.5,0.7,0.1,615038.2341379612,497916814.98229724,5.5,0.0013108528013458752,356848979.2723121,468390.47510293894,357317369.74741507,0.5334127428729245,0.049791681498229726,1.757252097537032e-05,0.006547619047619048,0.05635687306682414
6.0,0.7,0.1,640295.7528483276,404842229.2168198,6.0,0.0017419481145628949,291701388.51788604,509015.36209439393,292210403.87998044,0.5819032738715023,0.04048422292168198,1.8294164367095077e-05,0.0071428571428571435,0.047645374228906225
6.5,0.7,0.1,662633.7608171727,323891326.5665965,6.5,0.002348458830605447,232196947.07481027,546588.6116491997,232743535.68645945,0.6303970978821036,0.03238913265665965,1.8932393166204936e-05,0.007738095238095238,0.0401461602879211
7.0,0.7,0.1,681511.5959005433,255616945.39934778,7.0,0.0032050284872736467,180278542.7729777,579655.6781929927,180858198.4511707,0.678888167361291,0.025561694539934777,1.9471759882872666e-05,0.008333333333333335,0.033914499633150984
7.5,0.7,0.1,696720.3223777424,199591957.03656086,7.5,0.004417442514940623,136881226.60062408,607347.8742036843,137488574.47482777,0.7273794804276107,0.019959195703656087,1.9906294925078356e-05,0.008928571428571428,0.028907673427152593
8.0,0.7,0.1,708339.9877192809,154681531.88228068,8.0,0.006134480824505733,101972327.58051552,629408.3818219595,102601735.96233748,0.7758725663402926,0.015468153188228067,2.0238285363408025e-05,0.009523809523809525,0.025012200997401
8.5,0.7,0.1,716657.0824639798,119359049.90315174,8.5,0.008563503304032992,74799755.32793808,646080.6658079756,75445835.99374606,0.824362917470262,0.011935904990315173,2.0475916641827996e-05,0.01011904761904762,0.02207542852600462
9.0,0.7,0.1,722071.0384443834,91984862.56983942,9.0,0.011989954798359114,54215332.39140136,657927.910660313,54873260.30206167,0.8728564127316343,0.009198486256983942,2.0630601098410956e-05,0.010714285714285714,0.019933402572368066
9.5,0.7,0.1,725020.107411381,70995230.81898992,9.5,0.016801225577503808,38954250.82155597,665663.1113480058,39619913.932903975,0.9213494900293999,0.007099523081898992,2.0714860211753745e-05,0.011309523809523811,0.018429761751634556
10.0,0.7,0.1,725926.5685070729,55013006.078746155,10.0,0.02351400822428476,27824334.31567057,670016.3970034717,28494350.71267404,0.9698395230346585,0.005501300607874615,2.0740759100202084e-05,0.011904761904761904,0.01742680327173672
10.5,0.7,0.1,725167.312889607,42889445.00997776,10.5,0.032801466930110726,19804743.011323977,671655.9224747536,20476398.93379873,1.0183319877712007,0.004288944500997776,2.0719066082560203e-05,0.0125,0.016809663567080337
11.0,0.7,0.1,723062.511604053,33704436.80471426,11.0,0.045512523719731524,14075390.962612944,671152.4047931179,14746543.36740606,1.066824609927676,0.003370443680471426,2.0658928902972944e-05,0.013095238095238096,0.016486340704612495
11.5,0.7,0.1,719874.4317160111,26737253.401728235,11.5,0.06267725735385214,10004291.111911902,668970.782565205,10673261.894477107,1.1153175012225487,0.0026737253401728236,2.0567840906171747e-05,0.013690476190476192,0.016384769371555186
12.0,0.7,0.1,715814.2567810009,21437324.06078128,12.0,0.08546930943063503,7120706.930252774,665480.0218981614,7786186.952150935,1.1638069371330124,0.002143732406078128,2.0451835908028595e-05,0.014285714285714287,0.016449898527700443
0.0,0.8,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,0.8,0.1,408255.77361026185,1403375537.1589086,0.45,0.0002505541752694551,812896613.9622505,203725.68501163356,813100339.6472621,0.04750659290445777,0.14033755371589085,1.1664450674578911e-05,0.0005357142857142857,0.1408849324522797
1.0,0.8,0.1,413449.39958997304,1375985434.943942,0.9,0.000260361221480374,802420924.7082525,208973.70074643547,802629898.408999,0.09501322105432528,0.1375985434943942,1.1812839988284944e-05,0.0010714285714285715,0.13868178490581107
1.5,0.8,0.1,422061.1991983135,1331273906.8963482,1.35,0.00027743525943119845,784932702.7612015,217828.44131671393,785150531.2025182,0.1425200022469999,0.1331273906896348,1.20588914056661e-05,0.0016071428571428573,0.13474659243818332
2.0,0.8,0.1,434009.82537928876,1270628107.2334983,1.8,0.00030294302576683915,760413810.8874506,230431.8684325934,760644242.7558832,0.19002633482491166,0.12706281072334982,1.2400280725122537e-05,0.002142857142857143,0.1292180681469321
2.5,0.8,0.1,449153.3641348058,1195949016.2797954,2.25,0.0003386737075482356,728892000.8570249,246940.1884816761,729138941.0455066,0.23753265017693306,0.11959490162797953,1.2832953260994451e-05,0.0026785714285714286,0.12228630600981195
3.0,0.8,0.1,467264.859125727,1109602213.5352807,2.7,0.00038721741244560027,690500524.2630858,267477.3982035026,690768001.6612893,0.2850399583487916,0.11096022135352805,1.3350424546449343e-05,0.0032142857142857147,0.11418785749236021
3.5,0.8,0.1,488005.4797931571,1014354757.2835641,3.15,0.00045222297737279653,645562683.2640933,292070.3596340959,645854753.6237273,0.33254556934215473,0.1014354757283564,1.3943013708375918e-05,0.00375,0.10519941874206477
4.0,0.8,0.1,510905.2574580631,913272498.3719528,3.6,0.0005387774173193112,594682976.98159,320574.4767505426,595003551.4583405,0.3800531360962021,0.09132724983719527,1.4597293070230376e-05,0.004285714285714286,0.09562756141597978
4.5,0.8,0.1,535356.1737957802,809587056.3824141,4.05,0.0006539370265992806,538838915.9682846,352597.2949509268,539191513.2632356,0.4275595859746433,0.08095870563824141,1.5295890679879435e-05,0.004821428571428572,0.08579543010034986
5.0,0.8,0.1,560625.0441307309,706531048.4731265,4.5,0.0008074571928710946,479440298.55177593,387440.3591226787,479827738.9108986,0.4750657563073514,0.07065310484731264,1.601785840373517e-05,0.005357142857142857,0.07602626556285923
5.5,0.8,0.1,585896.7024438017,607124947.9599829,4.95,0.001012825883583585,418298444.075541,424093.02361381194,418722537.09915483,0.5225719690754268,0.06071249479599829,1.673990578410862e-05,0.005892857142857143,0.06662209184463953
6.0,0.8,0.1,610340.2427181253,513970644.7804294,5.4,0.0012886511608530204,357503275.2402949,461291.4544153868,357964566.69471025,0.5700791815280555,0.051397064478042945,1.7438292649089296e-05,0.006428571428571429,0.05784307419926346
6.5,0.8,0.1,633186.1096809655,429076424.95100296,5.8500000000000005,0.0016605015652240067,299198358.5361179,497645.6840990508,299696004.220217,0.6175862387379544,0.0429076424951003,1.8091031705170444e-05,0.006964285714285715,0.04989001924109118
7.0,0.8,0.1,653807.6468201344,353723691.2954459,6.3,0.0021634418120847565,245291396.29046085,531824.2336632217,245823220.5241241,0.6650922869299455,0.03537236912954459,1.868021848057527e-05,0.0075,0.042891049348025165
7.5,0.8,0.1,671769.7807541558,288461690.8714193,6.75,0.0028452591283142778,197212383.23092684,562721.4218666723,197775104.65279353,0.7125997840268328,0.02884616908714193,1.9193422307261593e-05,0.008035714285714287,0.03690107679516348
8.0,0.8,0.1,686849.2408908919,233179969.75604647,7.2,0.0037706657564223257,155770277.35941592,589580.7627001161,156359858.12211603,0.760105934592823,0.023317996975604646,1.9624264025454058e-05,0.008571428571428572,0.03190904981105867
8.5,0.8,0.1,699021.8450449046,187246361.40590698,7.65,0.005026793883964337,121143466.73458312,612039.8357668148,121755506.57034995,0.8076113767069762,0.018724636140590695,1.9972052715568704e-05,0.009107142857142859,0.02785175105044912
9.0,0.8,0.1,708417.1342006187,149699648.46332103,8.1,0.006729882372809602,92995221.71619388,630087.3169107424,93625309.03310463,0.8551191600687124,0.014969964846332102,2.0240489548589108e-05,0.009642857142857144,0.024633062478737835
9.5,0.8,0.1,715271.7333854551,119409090.40886661,8.55,0.009033700824055564,70642738.25169855,643982.9117181769,71286721.16341673,0.9026256412525884,0.01194090904088666,2.0436335239584433e-05,0.01017857142857143,0.022139916804697672
10.0,0.8,0.1,719877.0292186161,95219926.77834842,9.0,0.012139559528321582,53231817.223008014,654151.9302776114,53885969.15328562,0.9501328850948318,0.00952199267783484,2.0567915120531888e-05,0.010714285714285714,0.02025684630724109
10.5,0.8,0.1,722539.3296983512,76047055.97294737,9.450000000000001,0.01630737892729309,39878415.66169055,661093.1314155107,40539508.79310606,0.9976387973333573,0.007604705597294737,2.064398084852432e-05,0.011250000000000001,0.018875349578143262
11.0,0.8,0.1,723555.0714437944,60924709.68544756,9.9,0.021867974522523304,29758826.959405903,665314.3469571971,30424141.3063631,1.0451466606959392,0.006092470968544756,2.067300204125127e-05,0.011785714285714287,0.017898858256300294
11.5,0.8,0.1,723192.4391169524,49029523.63173533,10.35,0.02923497567892604,22157663.903656136,667286.8810639763,22824950.78472011,1.0926525012877926,0.004902952363173532,2.066264111762721e-05,0.01232142857142857,0.01724504357571973
12.0,0.8,0.1,721684.7698782347,39681884.2300501,10.8,0.0389130683370193,16484248.938975466,667424.2301233631,17151673.169098828,1.140158275845666,0.00396818842300501,2.0619564853663853e-05,0.012857142857142859,0.016845950845001532
0.0,0.9,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,0.9,0.1,408006.3879745726,1404711063.7447743,0.4,0.00025006434714245235,813480678.1234668,203473.39612990827,813684151.5195968,0.04630815664235446,0.14047110637447743,1.1657325370702075e-05,0.0004761904761904763,0.1409589541760386
1.0,0.9,0.1,412453.1439488623,1381261208.3314621,0.8,0.0002583378791412751,804759308.840163,207953.5353402458,804967262.3755032,0.092616441090873,0.1381261208331462,1.1784375541396065e-05,0.0009523809523809526,0.13909028616106855
1.5,0.9,0.1,419826.05213091406,1342896654.8332453,1.2000000000000002,0.00027263377156606987,790199219.7064083,215493.74442941626,790414713.4508377,0.13892450881368754,0.13428966548332452,1.199503006088326e-05,0.0014285714285714288,0.13573023194195682
2.0,0.9,0.1,430058.52223887725,1290676906.255985,1.6,0.000293752661645481,769779497.6145192,226191.2205774717,770005688.8350967,0.1852323034077964,0.1290676906255985,1.2287386349682208e-05,0.0019047619047619052,0.13098473991671009
2.5,0.9,0.1,443040.79043095943,1226049748.5619476,2.0,0.0003229007272135988,743504366.583642,240155.6470894338,743744522.2307315,0.23154118786556277,0.12260497485619475,1.2658308298027413e-05,0.002380952380952381,0.12499858554544516
3.0,0.9,0.1,458604.29398053663,1150814131.9325984,2.4000000000000004,0.0003617840463730992,711438736.0148866,257480.3369401885,711696216.3518268,0.27784941347055225,0.11508141319325983,1.3102979828015334e-05,0.0028571428571428576,0.11795165903023071
3.5,0.9,0.1,476506.67857464455,1067068548.650881,2.8000000000000003,0.00041274428921831585,673758146.9820614,278204.65486368944,674036351.6369251,0.32415775504516314,0.1067068548650881,1.3614476530704132e-05,0.0033333333333333335,0.11005380267495213
4.0,0.9,0.1,496417.45293644804,977148463.3753645,3.2,0.0004789447333598685,630808429.4502152,302267.1443010215,631110696.5945163,0.37046540541987544,0.09771484633753645,1.4183355798184231e-05,0.0038095238095238104,0.10153855350285844
4.5,0.9,0.1,517911.694494341,883536312.759274,3.6,0.0005646282085403504,583166085.0420759,329458.0431835089,583495543.0852594,0.41677392260316504,0.0883536312759274,1.47974769855526e-05,0.004285714285714286,0.09265414303862723
5.0,0.9,0.1,540473.0477882366,788760239.4677987,4.0,0.0006754611937511703,531686558.9584186,359376.3826159132,532045935.34103453,0.4630823766216087,0.07887602394677987,1.5442087079663903e-05,0.004761904761904762,0.08365337079576429
5.5,0.9,0.1,563511.9132296414,695272222.7596182,4.4,0.0008189848320134513,477525721.57069486,391406.8791598553,477917128.44985473,0.5093898572803244,0.06952722227596181,1.6100340377989756e-05,0.005238095238095239,0.07478141785443504
6.0,0.9,0.1,586399.4411067348,605308594.1856524,4.800000000000001,0.0010052251770979225,422099517.49004763,424732.01353540603,422524249.503583,0.5556966063609668,0.06053085941856523,1.675426974590671e-05,0.005714285714285715,0.06626189940259686
6.5,0.9,0.1,608510.6092904444,520772664.5319547,5.2,0.0012474534346572379,366993482.578795,458379.08690607507,367451861.6657011,0.6020063332016833,0.05207726645319547,1.738601740829841e-05,0.006190476190476191,0.05828512866107996
7.0,0.9,0.1,629276.6248993659,443120970.5940771,5.6000000000000005,0.0015632023470491749,313807306.56137383,491312.33873897046,314298618.9001128,0.6483136355544836,0.04431209705940771,1.7979332139981885e-05,0.006666666666666667,0.05099674305821436
7.5,0.9,0.1,648229.1570763169,373311530.9785917,6.0,0.0019755074833780924,263986729.33243796,522540.04107023706,264509269.3735082,0.6946226333948404,0.037331153097859164,1.852083305932334e-05,0.0071428571428571435,0.04449253107377563
8.0,0.9,0.1,665030.7749490056,311797596.130485,6.4,0.00251444815612241,218669564.62969676,551219.2959254901,219220783.92562225,0.7409313176745282,0.0311797596130485,1.9000879284257303e-05,0.007619047619047621,0.03881780811138038
8.5,0.9,0.1,679492.1905284361,258561216.6600721,6.800000000000001,0.003219244062530349,178577372.01567116,576740.8140048267,179154112.829676,0.7872391802449967,0.025856121666007207,1.941406258652675e-05,0.008095238095238096,0.03397077382383183
9.0,0.9,0.1,691556.714843077,213225750.3742965,7.2,0.004140428612866616,144011696.61787573,598749.2276984134,144610445.84557414,0.8335463012995898,0.02132257503742965,1.9758763281230775e-05,0.008571428571428572,0.029913762372139455
9.5,0.9,0.1,701283.9634060862,175147525.9323492,7.6000000000000005,0.005342823033843155,114891140.375484,617140.3026065223,115508280.67809053,0.87985527317233,0.01751475259323492,2.0036684668745323e-05,0.009047619047619049,0.026582408325522715
10.0,0.9,0.1,708820.0767746512,143523807.34361306,8.0,0.006909255887074313,90842242.96005735,632019.0835405069,91474262.04359786,0.9261640032414642,0.014352380734361306,2.0252002193561463e-05,0.009523809523809525,0.023896442260364394
10.5,0.9,0.1,714359.5559058695,117504070.37169462,8.4,0.008943882619964398,71319462.52016197,643629.4475287285,71963091.9676907,0.9724731232514758,0.011750407037169461,2.0410273025881986e-05,0.01,0.021770817310195343
11.0,0.9,0.1,718124.4884607834,96244861.01897158,8.8,0.011577217562581815,55691506.66973675,652304.5609223815,56343811.230659135,1.0187770604046342,0.009624486101897157,2.0517842527450957e-05,0.010476190476190477,0.020121194420615086
11.5,0.9,0.1,720340.7725622548,78962260.22051583,9.200000000000001,0.014970937754544472,43321017.39145992,658413.3196564243,43979430.711116344,1.065089534592701,0.007896226022051582,2.0581164930350137e-05,0.010952380952380955,0.018869188139362884
12.0,0.9,0.1,721223.2227502579,64959281.456404686,9.600000000000001,0.01932290254897796,33614216.07025658,662322.2088841491,34276538.27914073,1.11139538741836,0.006495928145640468,2.0606377792864513e-05,0.01142857142857143,0.017945105952004763
0.0,1.0,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.0,0.1,407825.68733514805,1405732001.2848864,0.35,0.0002496347327331727,814111906.6181306,203281.3543100635,814315187.9724406,0.04545450178980044,0.14057320012848862,1.1652162495289945e-05,0.00041666666666666664,0.1410015189576506
1.0,1.0,0.1,411731.1698708643,1385299203.7496295,0.7,0.000256572588748671,807277468.2090182,207178.42616199402,807484646.6351802,0.09090927043469764,0.13852992037496295,1.1763747710596123e-05,0.0008333333333333333,0.13937501745600686
1.5,1.0,0.1,418206.0665171117,1351813477.1247106,1.0499999999999998,0.00026848073329861706,795839305.5927998,213724.90137166152,796053030.4941715,0.13636384308731644,0.13518134771247103,1.1948744757631764e-05,0.0012499999999999998,0.13644329645722866
2.0,1.0,0.1,427193.1768690385,1306112093.7430987,1.4,0.00028589851739655364,779736760.2802833,222989.33604429528,779959749.6163276,0.1818183002317275,0.13061120937430987,1.2205519339115386e-05,0.0016666666666666666,0.13229008156031566
2.5,1.0,0.1,438601.62316691474,1249336996.2260573,1.75,0.00030962575876421954,758907848.7312028,235050.19609083253,759142898.9272937,0.22727338046761003,0.12493369962260571,1.2531474947626137e-05,0.0020833333333333337,0.12702956443088667
3.0,1.0,0.1,452297.1764435351,1182904578.487692,2.0999999999999996,0.00034077128005354656,733313644.6255146,249977.41448328612,733563622.0399979,0.27272795628753715,0.11829045784876921,1.292277646981529e-05,0.0024999999999999996,0.12080338062523903
3.5,1.0,0.1,468092.23122557177,1108465955.3413448,2.4499999999999997,0.00038082065430597456,702971833.5497507,267808.1804976123,703239641.7302483,0.3181824406873023,0.11084659553413448,1.3374063749302052e-05,0.002916666666666667,0.11377663626455045
4.0,1.0,0.1,485736.35918226204,1027859564.4066637,2.8,0.00043172684439491153,667998173.1520281,288517.3040217094,668286690.4560498,0.36363699479227085,0.10278595644066635,1.3878181690921775e-05,0.003333333333333333,0.1061331679556906
4.5,1.0,0.1,504911.58868717524,943049871.3152703,3.15,0.0004960307633184128,628652865.4529704,311985.91532466747,628964851.3682951,0.4090919017848807,0.09430498713152703,1.442604539106215e-05,0.00375,0.0980694131769181
5.0,1.0,0.1,525231.4032946589,856060732.4683684,3.5,0.0005770155892981695,585383566.2764441,337970.45768327196,585721536.7341274,0.45454641306728877,0.08560607324683683,1.500661152270454e-05,0.0041666666666666675,0.0897877465250262
5.5,1.0,0.1,546253.0767450436,768883617.5447276,3.8499999999999996,0.0006789169062159984,538853326.1161928,366085.1744850791,539219411.2906779,0.5000010658371127,0.07688836175447275,1.5607230764144103e-05,0.004583333333333333,0.08148730231857022
6.0,1.0,0.1,567488.6569282472,683416251.4909222,4.199999999999999,0.0008071470500108782,489958776.86079466,395788.2406810232,490354565.1014757,0.5454556437458695,0.06834162514909221,1.6213961626521348e-05,0.004999999999999999,0.07335783911071873
6.5,1.0,0.1,588438.2845723046,601347718.0872986,4.55,0.0009686381232226481,439787018.30678725,426407.50659728923,440213425.81338453,0.5909108633921235,0.060134771808729864,1.681252241635156e-05,0.005416666666666667,0.06556825099781288
7.0,1.0,0.1,608623.2931044559,524080622.584678,4.8999999999999995,0.0011722481489032195,389548123.04765093,457182.9980745353,390005306.04572546,0.6363638399810155,0.052408062258467794,1.73892369458416e-05,0.005833333333333334,0.058258784828746975
7.5,1.0,0.1,627607.7253439855,452708473.45957845,5.25,0.0014291480272260646,340494278.6060287,487313.16920597985,340981591.77523464,0.6818197117729711,0.04527084734595784,1.7931649295542443e-05,0.00625,0.05153877899525338
8.0,1.0,0.1,645039.9670029257,387940561.56763405,5.6,0.0017534927128626198,293779369.91857487,516044.8652523231,294295414.7838272,0.7272748035032741,0.0387940561567634,1.8429713342940733e-05,0.006666666666666666,0.04547915253677301
8.5,1.0,0.1,660663.9143986289,330127408.5019968,5.949999999999999,0.002163054800421176,250366466.5012381,542730.3427031089,250909196.8439412,0.7727285850009247,0.03301274085019968,1.8876111839960822e-05,0.007083333333333333,0.04011495029537297
9.0,1.0,0.1,674324.8804139115,279297473.75507,6.3,0.0026799902666528965,210954434.07185397,566875.0496352697,211521309.12148923,0.8181836436111454,0.027929747375507,1.926642515468319e-05,0.0075,0.03544901380066168
9.5,1.0,0.1,685970.3852356232,235197189.6375486,6.6499999999999995,0.0033319078972622795,175938271.75475305,588169.844841297,176526441.59959435,0.8636368957103243,0.02351971896375486,1.959915386387495e-05,0.007916666666666667,0.0314559847842854
10.0,1.0,0.1,695626.4276373535,197387828.86065102,7.0,0.004152647610234733,145438759.2773793,606474.3905774136,146045233.6679567,0.9090928260154036,0.0197387828860651,1.9875040789638674e-05,0.008333333333333335,0.028091991260188073
10.5,1.0,0.1,703390.1973629951,165283008.68564588,7.35,0.00518404058719534,119325618.81462991,621812.3514950109,119947431.16612493,0.9545470603249566,0.016528300868564588,2.009686278179986e-05,0.008749999999999999,0.025298397731346386
11.0,1.0,0.1,709396.9127954082,138248620.11864576,7.699999999999999,0.006476683052957015,97304205.81965718,634316.7694847432,97938522.58914192,1.0000030027245292,0.013824862011864576,2.0268483222725946e-05,0.009166666666666667,0.02301179716175397
11.5,1.0,0.1,713812.2537314376,115625378.61943965,8.049999999999999,0.008092135610685626,78964967.04357727,644208.2422679018,79609175.28584518,1.0454569971248486,0.011562537861943964,2.039463582089822e-05,0.009583333333333333,0.021166265831098194
12.0,1.0,0.1,716807.4068185762,96788228.33729179,8.399999999999999,0.01010394329802029,63852402.66956681,651746.2633047906,64504148.9328716,1.0909116133776684,0.009678822833729178,2.0480211623387888e-05,0.009999999999999998,0.019699303045352563
0.0,1.1,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.1,0.1,407685.6032707665,1406450072.8293068,0.35,0.00024956381341070057,813792640.2648273,203143.8919944099,813995784.1568216,0.04485120188058533,0.14064500728293067,1.1648160093450472e-05,0.00041666666666666664,0.14107332210969079
1.0,1.1,0.1,411171.6785700212,1388145436.0276453,0.7,0.00025628120700888954,806032583.7841288,206623.95729786367,806239207.7414267,0.08970232841089557,0.13881454360276452,1.1747762244857747e-05,0.0008333333333333333,0.1396596246983427
1.5,1.1,0.1,416950.2584435093,1358116046.745684,1.0499999999999998,0.0002677955744698744,793156049.6804479,212460.57597042597,793368510.2564183,0.13455358263850337,0.13581160467456838,1.1912864526957408e-05,0.0012499999999999998,0.13707351753909533
2.0,1.1,0.1,424970.21142453724,1317064840.8780174,1.4,0.0002846033769729784,775252768.750725,220702.3686335269,775473471.1193585,0.17940440967686913,0.13170648408780172,1.2142006040701064e-05,0.0016666666666666666,0.1333852927605091
2.5,1.1,0.1,435152.81141436624,1265948788.7696683,1.75,0.00030743722943911997,752457967.6428701,231404.7352722061,752689372.3781422,0.22425597740823294,0.12659487887696683,1.2432937468981894e-05,0.0020833333333333337,0.12869064514776912
3.0,1.1,0.1,447385.05218959204,1205950737.3253117,2.0999999999999996,0.0003373070377736736,724960331.2326108,244616.73277701606,725204947.9653878,0.2691070597753456,0.12059507373253116,1.2782430062559773e-05,0.0024999999999999996,0.12310785616259372
3.5,1.1,0.1,461513.75796081725,1138446307.3125224,2.4499999999999997,0.0003755554587835784,693018313.9330772,260364.59217842537,693278678.5252557,0.3139585097510176,0.11384463073125223,1.3186107370309065e-05,0.002916666666666667,0.1167744835052892
4.0,1.1,0.1,477338.9063637341,1064963399.346897,2.8,0.00042393231680475796,656975135.5749394,278631.1120402651,657253766.6869797,0.3588089882448409,0.1064963399346897,1.363825446753526e-05,0.003333333333333333,0.10984331152249056
4.5,1.1,0.1,494609.82794208225,987136350.4355894,3.15,0.00048468966268454017,617278568.8641331,299333.6252389996,617577902.4893721,0.4036606080544042,0.09871363504355894,1.4131709369773778e-05,0.00375,0.10247776675292872
5.0,1.1,0.1,513024.8137115338,906652167.4401876,3.5,0.0005607086399880616,574491021.7904934,322302.79747673695,574813324.5879701,0.4485113274798163,0.09066521674401876,1.4657851820329537e-05,0.0041666666666666675,0.09484654126250575
5.5,1.1,0.1,532238.0709251645,825186520.0200154,3.8499999999999996,0.0006556556410205099,529302639.065734,347267.94930039585,529649907.01503444,0.4933633876691083,0.08251865200200152,1.5206802026433271e-05,0.004583333333333333,0.08711719213736129
6.0,1.1,0.1,551865.40019723,744356336.7133087,4.199999999999999,0.0007741703234617615,482522891.9907118,373844.3225502671,482896736.3132621,0.538213917120776,0.07443563367133087,1.5767582862778e-05,0.004999999999999999,0.07945140125419364
6.5,1.1,0.1,571506.851264465,665635808.5123537,4.55,0.000922123470262058,435055977.1407667,401545.60202330054,435457522.74279,0.5830640036894488,0.06656358085123537,1.6328767178984718e-05,0.005416666666666667,0.07199657628508102
7.0,1.1,0.1,590762.1371822793,590317319.7900907,4.8999999999999995,0.0011068901903727479,387863530.25554335,429798.0761175,388293328.33166087,0.6279163164088742,0.059031731979009065,1.687891820520798e-05,0.005833333333333334,0.0648819442305476
