q,tau,delta,AUC_R,AUC_N,Dose,rho_T,S_T,R_T,N_T,A_max,J_N,J_R,J_D,J
7.5,1.1,0.1,609254.147789387,519459373.41873854,5.25,0.0013377083008815074,341901411.493886,457976.99586746,342359388.4897534,0.6727671530601057,0.05194593734187385,1.740726136541106e-05,0.00625,0.058213344603239264
8.0,1.1,0.1,626653.7287409181,453843664.6232568,5.6,0.001626130932673887,298049521.2692856,485456.96258797514,298534978.2318736,0.7176184040485148,0.04538436646232567,1.7904392249740518e-05,0.006666666666666666,0.05206893752124208
8.5,1.1,0.1,642691.7147501762,393984131.43049055,5.949999999999999,0.0019864625164091017,257057658.60011217,511651.7804483251,257569310.3805605,0.7624705805339772,0.03939841314304905,1.8362620421433607e-05,0.007083333333333333,0.04650010909680381
9.0,1.1,0.1,657171.5421437165,340125710.1765203,6.3,0.002436353345945338,219490175.4524809,536061.6589822756,220026237.1114632,0.8073213325187767,0.034012571017652024,1.877632977553476e-05,0.0075,0.041531347347427555
9.5,1.1,0.1,669975.3315498589,292266090.4840012,6.6499999999999995,0.0029975288861688906,185697576.31768742,558307.3916376155,186255883.70932505,0.8521725465394461,0.02922660904840012,1.914215232999597e-05,0.007916666666666667,0.03716241786739678
10.0,1.1,0.1,681055.3562274345,250211340.84325302,7.0,0.0036964224002486554,155826579.48430634,578137.9008470413,156404717.38515338,0.8970220806374314,0.0250211340843253,1.9458724463640986e-05,0.008333333333333335,0.03337392614212228
10.5,1.1,0.1,690426.99996567,213615160.03072,7.35,0.004565152757576994,129834544.68268177,595432.7712444966,130429977.45392627,0.9418727171853237,0.021361516003071998,1.972648571330486e-05,0.008749999999999999,0.0301312424887853
11.0,1.1,0.1,698154.7510084359,182033903.49520838,7.699999999999999,0.005642330086744276,107533962.80506653,610184.9787459243,108144147.78381245,0.9867255985204044,0.018203390349520836,1.9947278600241026e-05,0.009166666666666667,0.027390004294787742
11.5,1.1,0.1,704337.7677477534,154969660.68877104,8.049999999999999,0.006974202643195103,88631913.15094092,622478.2121613178,89254391.36310224,1.0315777406540265,0.015496966068877103,2.0123936221364384e-05,0.009583333333333333,0.0251004233384318
12.0,1.1,0.1,709098.807221144,131905029.07061991,8.399999999999999,0.008615596508633963,72776640.36410426,632463.2165110986,73409103.58061536,1.0764286479019352,0.01319050290706199,2.025996592060411e-05,0.009999999999999998,0.023210762872982592
0.0,1.2000000000000002,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.2000000000000002,0.1,407582.07169943576,1406997133.683904,0.3,0.00024922570455283957,814489194.9590634,203042.24681136323,814692237.2058748,0.04441040606069965,0.14069971336839038,1.1645202048555307e-05,0.00035714285714285714,0.1410685014275818
1.0,1.2000000000000002,0.1,410758.17292891664,1390313791.86628,0.6,0.00025489972384640014,808796659.8091851,206214.60928021075,809002874.4184654,0.08882080167472803,0.139031379186628,1.1735947797969047e-05,0.0007142857142857143,0.1397574008487117
1.5,1.2000000000000002,0.1,416022.5748046946,1362920043.2277093,0.8999999999999999,0.00026457618826808643,799292503.339455,211529.7295743659,799504033.0690293,0.13323110900076413,0.13629200432277092,1.1886359280134133e-05,0.0010714285714285715,0.13737531925347962
2.0,1.2000000000000002,0.1,423328.84465131635,1325420820.2836428,1.2,0.00027859455061484897,785957887.7187183,219024.6035922036,786176912.3223104,0.1776416137463744,0.13254208202836426,1.2095109847180468e-05,0.0014285714285714286,0.13398274856678286
2.5,1.2000000000000002,0.1,432607.07436329,1278637989.5118883,1.5,0.0002974508329132547,768777729.1702528,228741.6152508305,769006470.7855036,0.2220520668108128,0.12786379895118882,1.236020212466543e-05,0.0017857142857142859,0.12966187343902777
3.0,1.2000000000000002,0.1,443758.94587859226,1223588034.1003575,1.7999999999999998,0.0003218178927519295,747754736.2240764,240718.3209697084,747995454.5450461,0.26646221591074376,0.12235880341003574,1.2678827025102636e-05,0.002142857142857143,0.12451433937991799
3.5,1.2000000000000002,0.1,456653.50239202793,1161450797.3875647,2.1,0.00035257570063213027,722924337.340589,254975.45289082368,723179312.7934799,0.3108728082679072,0.11614507973875646,1.3047242925486514e-05,0.0025,0.11865812698168195
4.0,1.2000000000000002,0.1,471122.5567433705,1093537673.7886753,2.4,0.00039084822827479746,694375527.466929,271501.56057175045,694647029.0275007,0.3552829576870667,0.10935376737886753,1.3460644478382015e-05,0.002857142857142857,0.11222437088048877
4.5,1.2000000000000002,0.1,486958.4013946051,1021249478.136634,2.6999999999999997,0.0004380526241684949,662272709.5807172,290237.4376181933,662562947.0183353,0.3996926266844019,0.1021249478136634,1.3913097182703005e-05,0.003214285714285714,0.1053531466251318
5.0,1.2000000000000002,0.1,503913.0060417151,946036920.2271967,3.0,0.0004959592956322708,626876865.1759864,311059.68144135544,627187924.8574277,0.4441040255285234,0.09460369202271966,1.4397514458334717e-05,0.0035714285714285718,0.09818951810860657
5.5,1.2000000000000002,0.1,521700.484732851,869355322.8742855,3.3,0.0005667629267178859,588566426.8217676,333766.79728026123,588900193.6190479,0.48851412885455425,0.08693553228742854,1.4905728135224316e-05,0.003928571428571429,0.0908790094441352
6.0,1.2000000000000002,0.1,540006.1079468717,792611124.504983,3.5999999999999996,0.000653178290071237,547843637.2794633,358073.45603233797,548201710.7354957,0.5329247100010384,0.07926111245049829,1.542874594133919e-05,0.004285714285714286,0.0835622554821539
6.5,1.2000000000000002,0.1,558494.1263765743,717122469.9140897,3.9,0.0007585393297987581,505335393.3608827,383607.752170793,505719001.1130535,0.5773350642959844,0.07171224699140896,1.5956975039330692e-05,0.004642857142857143,0.07637106110930543
7.0,1.2000000000000002,0.1,576825.936122928,644062500.5674664,4.2,0.0008869391516103249,461770492.562693,409925.9082495227,462180418.4709425,0.6217454154842326,0.06440625005674663,1.648074103208366e-05,0.005,0.06942273079777872
7.5,1.2000000000000002,0.1,594672.3580846417,574435159.4005452,4.5,0.0010433650931810663,417948786.6267464,436528.6334420363,418385315.26018846,0.6661534342517416,0.05744351594005452,1.6990638802418336e-05,0.005357142857142857,0.0628176494359998
8.0,1.2000000000000002,0.1,611733.7366816088,509034375.34193844,4.8,0.0012338827112003557,374690174.9028314,462894.88686724956,375153069.7896986,0.7105659305551517,0.05090343753419384,1.7478106762331683e-05,0.005714285714285714,0.05663520135524188
8.5,1.2000000000000002,0.1,627751.8816424402,448437810.3885077,5.1,0.0014658240599216546,332780500.3751842,488513.739315403,333269014.11449957,0.7549766616943238,0.04484378103885077,1.7935768046926866e-05,0.006071428571428571,0.05093314537832627
9.0,1.2000000000000002,0.1,642519.8320360626,393008635.7730538,5.3999999999999995,0.001747980170955506,292921032.9914751,512916.72559058585,293433949.7170657,0.7993853286205995,0.039300863577305375,1.8357709486744647e-05,0.006428571428571428,0.04574779271536355
9.5,1.2000000000000002,0.1,655894.9453154064,342885211.1245558,5.7,0.0020909791805421873,255668657.0697277,535718.014264449,256204375.08399212,0.843796866201075,0.03428852111245558,1.8739855580440186e-05,0.006785714285714286,0.04109297525375031
10.0,1.2000000000000002,0.1,667786.5226309029,298048215.26741713,6.0,0.002507326601660751,221438248.82947433,556613.6240617705,221994862.4535361,0.8882071774054204,0.029804821526741715,1.907961493231151e-05,0.0071428571428571435,0.03696675828453117
10.5,1.2000000000000002,0.1,678165.3555528016,258308423.2888773,6.3,0.003012018742617709,190462989.5097058,575411.2436287568,191038400.75333458,0.9326175757037479,0.02583084232888773,1.9376153015794333e-05,0.0075,0.033350218481903525
11.0,1.2000000000000002,0.1,687043.1972613222,223384918.99127638,6.6,0.003622505695409503,162832692.9748745,592006.9060893803,163424699.88096386,0.9770294115065769,0.022338491899127635,1.962980563603778e-05,0.007857142857142858,0.03021526456190653
11.5,1.2000000000000002,0.1,694475.1315950495,192903896.32273966,6.8999999999999995,0.004359489536922219,138490857.3856067,606393.0077042893,139097250.393311,1.0214386679492835,0.019290389632273964,1.9842146617001418e-05,0.008214285714285714,0.02752451749317668
12.0,1.2000000000000002,0.1,700539.7632969985,166460096.98593813,7.199999999999999,0.005246903588218177,117284576.58920696,618626.7406136531,117903203.32982062,1.0658485965534592,0.01664600969859381,2.001542180848567e-05,0.008571428571428572,0.02523745369183087
0.0,1.3,0.1,406520.756341026,1412601383.2071235,0.0,0.0002473559298121047,816385237.6134119,201987.6923882028,816587225.3058001,0.0,0.14126013832071235,1.1614878752600743e-05,0.0,0.14127175319946494
0.5,1.3,0.1,407492.2036466391,1407463925.058096,0.3,0.00024919990104371715,814214718.0843526,202952.80299338122,814417670.887346,0.04407124517414546,0.1407463925058096,1.1642634389903974e-05,0.00035714285714285714,0.14111517799734236
1.0,1.3,0.1,410399.12647154613,1392166308.1299179,0.6,0.000254793948219275,807719112.4935373,205854.39217773834,807924966.885715,0.08814251307456775,0.13921663081299177,1.1725689327758462e-05,0.0007142857142857143,0.13994264221660524
1.5,1.3,0.1,415216.5003632974,1367032468.9884658,0.8999999999999999,0.0002643284044462964,796943144.3225262,210710.4065187432,797153854.7290449,0.13221363877673623,0.13670324689884658,1.1863328581808499e-05,0.0010714285714285715,0.13778653879885697
2.0,1.3,0.1,421901.16013032355,1332593923.4618514,1.2,0.00027812886666676856,781963719.0904232,217547.1891183068,782181266.2795415,0.1762852295500266,0.1332593923461851,1.2054318860866388e-05,0.0014285714285714286,0.1347000180936174
2.5,1.3,0.1,430389.07394919946,1289572068.9832187,1.5,0.00029666902904824753,762893901.8016059,226394.1572491248,763120295.958855,0.22035671420802383,0.12895720689832188,1.2296830684262843e-05,0.0017857142857142859,0.13075521801472043
